task_id,source_bytes,total_lines,nonblank_lines,comment_lines,token_count,ast_node_count,function_count,call_count_static,comprehension_count,branch_node_count,return_count,name_load_count,constant_count,assignment_node_count,cyclomatic_complexity,max_nesting_depth,max_line_length,mean_line_length,gzip_bytes,halstead_distinct_operators,halstead_distinct_operands,halstead_total_operators,halstead_total_operands,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,dynamic_status,input_cells_total,output_cells_total,elapsed_ms_total,elapsed_ms_per_test,opcode_count_dynamic,branch_opcode_count_dynamic,python_call_count_dynamic,peak_memory_bytes,current_memory_bytes,opcode_per_input_cell,elapsed_ms_per_input_cell,branch_opcode_per_input_cell,python_calls_per_input_cell,distinct_function_count_dynamic,expanded_source_bytes,expanded_function_inventory_count,expanded_constant_count,expanded_function_inventory,expanded_constant_inventory,complexity_pc1_score,log1p_opcode_count_dynamic,log1p_branch_opcode_count_dynamic,log1p_python_call_count_dynamic,log1p_elapsed_ms_total,log1p_elapsed_ms_per_test,log1p_peak_memory_bytes,log1p_ast_node_count,log1p_cyclomatic_complexity
22233c11,7084,282,251,1,2027,1866,25,127,15,25,36,568,67,71,51,5,103,24.120567,2163,30.0,209.0,896.0,755.0,239.0,1651.0,13044.331099976216,54.186602870813395,706827.9890298117,ok,400,400,95.8,95.8,63527,13468,2333,36984,21464,158.8175,0.2395,33.67,5.8325,40,7084,24,6,add|invert|halve|merge|sfilter|totuple|first|astuple|pair|chain|rbind|lbind|apply|mapply|mostcolor|asindices|toindices|recolor|shift|normalize|objects|uppermost|leftmost|paint,F|T|ZERO|ONE|EIGHT|UNITY,2.783782391272021,11.059236032575047,9.508146027598816,7.755338812846501,4.572646994282532,4.572646994282532,10.518267704021968,7.532088143541722,3.9512437185814275
2281f1f4,2648,108,94,1,749,656,12,48,9,7,15,197,24,16,23,3,103,23.518519,1014,24.0,99.0,326.0,277.0,123.0,603.0,4186.336246719562,33.57575757575758,140559.4109504629,ok,400,400,42.2241,42.2241,30901,4725,2855,19946,2610,77.2525,0.10556025,11.8125,7.1375,17,2648,11,2,remove|product|compose|power|fork|apply|mostcolor|ofcolor|urcorner|toindices|underfill,TWO|FIVE,-1.354607061218942,10.338576185710364,8.460834457746854,7.957177323459475,3.766398210068609,3.766398210068609,9.900834035070565,6.48768401848461,3.1780538303479458
228f6490,6322,243,218,1,1820,1686,22,112,15,26,34,496,64,47,58,5,103,25.016461,1872,30.0,171.0,818.0,667.0,201.0,1485.0,11361.81176140071,58.50877192982456,664765.6530573925,ok,400,400,257.3625,257.3625,139551,27496,4425,34046,6878,348.8775,0.6434062500000001,68.74,11.0625,31,6322,21,3,add|subtract|difference|sfilter|extract|first|last|compose|matcher|rbind|mostcolor|colorfilter|asindices|ulcorner|toindices|shift|objects|fill|paint|cover|move,F|T|ZERO,3.032706594991004,11.846192570642494,10.221832186794726,8.395251520610994,5.554363637537954,5.554363637537954,10.435497201969248,7.430707082545968,4.07753744390572
22eb0ac0,2233,82,72,1,569,499,10,36,11,4,11,154,12,9,23,2,103,26.231707,844,23.0,81.0,249.0,210.0,104.0,459.0,3075.501830626761,29.814814814814813,91695.51754276083,ok,400,400,106.471,106.471,65298,18839,5367,38040,8304,163.245,0.2661775,47.0975,13.4175,25,2233,9,0,merge|sfilter|mfilter|fork|apply|mostcolor|fgpartition|palette|paint,,-1.658983320092367,11.086732001211582,9.843737548130354,8.588210678651517,4.677221043732075,4.677221043732075,10.54641980443157,6.214608098422191,3.1780538303479458
234bbc79,4198,181,159,1,1196,1065,16,78,7,8,23,344,37,52,18,2,87,22.19337,1461,22.0,171.0,506.0,459.0,193.0,965.0,7326.721040963698,29.526315789473685,216331.07915687552,ok,159,123,809.1958,809.1958,426457,82246,11668,33856,14384,2682.119496855346,5.089281761006289,517.2704402515724,73.38364779874213,40,4198,15,6,contained|merge|astuple|branch|compose|chain|matcher|rbind|fork|width|crop|toindices|leftmost|rightmost|palette,F|T|THREE|FIVE|RIGHT|ORIGIN,1.7511056916191803,12.96326916509762,11.317482193798286,9.364691031806107,6.697275946849945,6.697275946849945,10.429901051643771,6.97166860472579,2.9444389791664403
23581191,4020,150,135,1,1144,1070,13,69,11,19,18,316,40,31,41,5,103,25.8,1351,29.0,128.0,515.0,421.0,157.0,936.0,6827.765020962563,47.69140625,325625.71539426537,ok,243,243,62.8268,62.8268,39263,8844,2472,33670,11470,161.5761316872428,0.25854650205761315,36.39506172839506,10.17283950617284,32,4020,12,2,add|merge|compose|fork|apply|mapply|mostcolor|asindices|toindices|objects|fill|paint,T|TWO,0.633733536042459,10.578063347510637,9.087607606593886,7.813187267521416,4.156173164845034,4.156173164845034,10.424392211743783,6.976348070447749,3.7376696182833684
239be575,3548,146,127,1,1010,898,12,49,7,17,18,254,45,29,33,5,103,23.30137,1333,29.0,122.0,443.0,367.0,151.0,810.0,5863.107838853313,43.618852459016395,255742.03577424516,ok,318,8,151.9254,75.9627,79595,15234,1041,19330,9210,250.2987421383648,0.47775283018867926,47.905660377358494,3.2735849056603774,18,3548,11,7,add|greater|size|sfilter|branch|compose|lbind|mostcolor|asindices|objects|canvas,F|T|ZERO|ONE|TWO|EIGHT|UNITY,-0.09821876120456462,11.284719119313555,9.63135069141981,6.948897222313312,5.029950220786479,4.343320888902134,9.869465303921691,6.80128303447162,3.5263605246161616
23b5c85d,4171,159,141,1,1132,1009,17,66,10,19,26,280,50,17,37,5,103,25.232704,1317,28.0,114.0,505.0,402.0,142.0,907.0,6484.820637390747,49.368421052631575,320145.35567750107,ok,1439,46,528.6008,528.6008,285195,57111,3854,75630,19782,198.1897150799166,0.36733898540653237,39.68797776233495,2.678248783877693,21,4171,16,1,add|argmin|mostcolor|height|width|shape|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|subgrid,T,1.7488118561164854,12.560931942178481,10.952769531182296,8.25712628599743,6.272123515195676,6.272123515195676,11.233621531028959,6.917705609835305,3.6375861597263857
253bf280,2560,106,92,1,698,595,11,42,7,6,15,181,20,16,20,2,95,23.150943,963,21.0,98.0,294.0,260.0,119.0,554.0,3819.7290408726008,27.857142857142854,106406.7375671653,ok,756,756,55.2328,55.2328,41708,8251,2911,42946,27034,55.16931216931217,0.07305925925925925,10.914021164021165,3.8505291005291005,25,2560,10,3,merge|sfilter|mfilter|compose|rbind|fork|prapply|ofcolor|toindices|fill,ONE|THREE|EIGHT,-1.4308853175242666,10.638472211837653,9.018210874191142,7.976595409316577,4.029500216547195,4.029500216547195,10.667722076311636,6.39024066706535,3.044522437723423
25d487eb,5886,215,193,1,1728,1654,20,105,19,30,36,473,72,35,65,5,103,26.376744,1636,29.0,140.0,792.0,629.0,169.0,1421.0,10516.649678956985,65.14642857142857,685122.1671209084,ok,650,650,90.2572,90.2572,58467,16042,1924,32772,20204,89.94923076923077,0.13885723076923076,24.68,2.96,21,5886,19,2,add|subtract|merge|mostcolor|leastcolor|height|width|asindices|ofcolor|toindices|objects|uppermost|lowermost|leftmost|rightmost|underfill|center|connect|shoot,F|T,2.288130972068445,10.976234875009183,9.683027896351076,7.562681246721884,4.513681893459425,4.513681893459425,10.397360284649457,7.411556287811163,4.189654742026425
25d8a9c8,3676,141,124,1,1031,957,12,60,11,17,17,282,39,29,41,5,103,25.070922,1278,29.0,119.0,459.0,379.0,148.0,838.0,6041.52192039706,46.18067226890756,279001.54381127766,ok,45,45,37.79,37.79,19627,3689,724,13038,7046,436.15555555555557,0.8397777777777777,81.97777777777777,16.08888888888889,19,3676,11,5,add|difference|merge|sfilter|mfilter|mostcolor|sizefilter|asindices|toindices|objects|fill,F|T|ZERO|THREE|FIVE,-0.45262189826822385,9.884712397209794,8.213381737034572,6.586171654854675,3.6581624814518756,3.6581624814518756,9.475700145423472,6.86484777797086,3.7376696182833684
25ff71a9,3799,141,127,1,1114,1052,12,64,11,21,19,302,42,25,42,5,103,25.943262,1230,28.0,104.0,510.0,403.0,132.0,913.0,6431.531830974268,54.25,348910.601830354,ok,54,54,21.0774,10.5387,12494,2452,321,9898,5698,231.37037037037038,0.39032222222222224,45.407407407407405,5.944444444444445,15,3799,11,2,add|first|mostcolor|asindices|toindices|shift|objects|fill|paint|cover|move,T|DOWN,-0.8178650390668118,9.433083843269053,7.8050670442584895,5.7745515455444085,3.094554460852204,2.445706603087833,9.200189020919808,6.959398512133975,3.7612001156935624
264363fd,9489,381,339,1,2725,2506,35,163,18,37,51,740,101,82,71,5,103,23.905512,2689,31.0,237.0,1203.0,1003.0,268.0,2206.0,17793.792754149847,65.59704641350211,1167220.249166205,ok,3600,3600,3803.7124,3803.7124,2196871,465424,89028,311616,99764,610.2419444444445,1.0565867777777778,129.28444444444443,24.73,47,9489,34,7,add|invert|equality|merge|argmin|initset|astuple|branch|compose|rbind|lbind|fork|apply|mapply|mostcolor|height|width|shape|asindices|ofcolor|toindices|shift|normalize|objects|uppermost|lowermost|leftmost|rightmost|fill|paint|center|index|cover|occurrences,F|T|FIVE|RIGHT|UP|ORIGIN|UNITY,6.958278753718287,14.602545088404131,13.050706245640098,11.396717438335704,8.243995682682216,8.243995682682216,12.649530148615064,7.826842098158293,4.276666119016055
272f95fa,5305,207,182,1,1472,1328,17,84,12,21,26,397,52,46,46,5,103,24.628019,1682,29.0,157.0,644.0,547.0,186.0,1191.0,8979.138144029665,50.51910828025478,453618.05216160056,ok,765,765,403.6457,403.6457,227157,46290,6339,102837,25556,296.9372549019608,0.5276414379084967,60.509803921568626,8.286274509803922,26,5305,16,8,add|argmax|argmin|sfilter|extract|remove|compose|rbind|lbind|apply|mostcolor|colorfilter|asindices|toindices|objects|fill,F|T|ZERO|ONE|TWO|THREE|FOUR|SIX,2.8448748695647046,12.333401089585644,10.742702836729976,8.754634047431272,6.003011869417932,6.003011869417932,11.540910213504992,7.192182058713246,3.8501476017100584
27a28665,2993,125,107,1,878,802,9,43,6,15,13,231,43,31,29,5,103,22.944,1166,28.0,110.0,387.0,324.0,138.0,711.0,5054.160888769278,41.236363636363635,208415.21628597679,ok,90,10,58.0187,19.339566666666666,26987,4517,416,13578,7250,299.85555555555555,0.6446522222222223,50.18888888888889,4.622222222222222,10,2993,8,9,add|equality|valmax|branch|mostcolor|asindices|objects|canvas,F|T|ONE|TWO|THREE|FOUR|FIVE|SIX|UNITY,-1.383590888645253,10.203147601747316,8.415824697027949,6.0330862217988015,4.07785434284049,3.012568085903139,9.516279760698795,6.688354713946762,3.4011973816621555
28bf18c6,4294,166,147,1,1175,1051,18,70,11,19,27,293,51,18,38,5,103,24.86747,1352,28.0,114.0,523.0,418.0,142.0,941.0,6727.912039453906,51.33333333333333,345366.1513586338,ok,256,72,36.4458,36.4458,21459,4646,664,16970,9234,83.82421875,0.14236640625,18.1484375,2.59375,21,4294,17,1,add|first|mostcolor|height|width|shape|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|hconcat|subgrid,T,0.024516410426847397,9.973946016184689,8.443977129084978,6.499787040655854,3.622894554141289,3.622894554141289,9.739261284011265,6.9584483932976555,3.6635616461296463
28e73c20,6984,292,259,1,2054,1838,25,122,13,31,45,540,76,59,52,4,94,22.917808,1957,26.0,177.0,904.0,738.0,203.0,1642.0,12586.481576018059,54.20338983050848,682229.9674594196,ok,918,918,41.7742,41.7742,27076,4780,2868,58526,47902,29.494553376906318,0.045505664488017426,5.206971677559912,3.1241830065359477,27,6984,24,8,add|subtract|even|initset|insert|astuple|branch|compose|chain|rbind|lbind|power|fork|width|ulcorner|toindices|shift|leftmost|rightmost|fill|hupscale|vupscale|upscale|canvas,ZERO|ONE|TWO|THREE|FOUR|FIVE|DOWN|UNITY,2.4022365729898345,10.206439938023752,8.472405008626103,7.9617188159813645,3.7559351170902127,3.7559351170902127,10.97724346520537,7.516977224604321,3.970291913552122
29623171,3531,149,129,1,964,824,15,60,9,7,19,259,27,30,22,2,103,22.697987,1269,21.0,137.0,404.0,365.0,158.0,769.0,5616.607395348192,27.974452554744527,157121.51709979522,ok,484,484,118.3545,118.3545,81033,17076,4820,36674,19538,167.42355371900825,0.24453409090909092,35.28099173553719,9.958677685950413,24,3531,14,5,merge|valmax|sfilter|mfilter|interval|product|compose|matcher|rbind|fork|apply|leastcolor|toindices|fill,ZERO|ONE|THREE|FOUR|NINE,-0.039090274262008805,11.302624098669314,9.745487807887239,8.480736654405622,4.782098056305305,4.782098056305305,10.509850603011182,6.715383386334681,3.1354942159291497
29c11459,5272,208,184,1,1541,1432,20,95,15,21,27,413,59,40,47,5,103,24.346154,1633,31.0,153.0,698.0,559.0,184.0,1257.0,9457.117378763665,56.630718954248366,535563.3563941031,ok,165,165,59.1817,59.1817,36384,7983,1809,25148,11340,220.5090909090909,0.3586769696969697,48.38181818181818,10.963636363636363,33,5272,19,4,add|merge|compose|fork|apply|mapply|mostcolor|asindices|toindices|shift|objects|rot90|rot270|fill|paint|tophalf|bottomhalf|lefthalf|righthalf,F|T|FIVE|RIGHT,1.4360993572399134,10.501911880781186,8.9851948179913,7.501082124259871,4.097368319390486,4.097368319390486,10.132573413305968,7.267525427828172,3.871201010907891
29ec7d0e,6735,269,236,1,1916,1719,30,109,21,18,43,477,97,42,50,2,126,24.037175,1945,28.0,171.0,860.0,689.0,199.0,1549.0,11829.131537222112,56.409356725146196,667273.7006318391,ok,1620,1620,1786.1148,1786.1148,1162511,254415,78823,1400664,154132,717.5993827160494,1.10254,157.0462962962963,48.656172839506176,33,6735,29,3,difference|merge|decrement|toivec|tojvec|astuple|lbind|apply|mapply|height|width|colorfilter|crop|toindices|shift|normalize|dneighbors|ineighbors|neighbors|partition|uppermost|lowermost|leftmost|rightmost|palette|asobject|paint|hperiod|vperiod,ZERO|ONE|ORIGIN,5.115694359363975,13.966093738971017,12.446726001552179,11.274972798002311,7.488357754841958,7.488357754841958,14.152457681808698,7.450079569807499,3.9318256327243257
2bcee788,8984,350,310,1,2567,2364,36,155,23,40,57,669,109,51,78,5,103,24.668571,2470,30.0,205.0,1160.0,923.0,235.0,2083.0,16406.784799694895,67.53658536585365,1108058.2222037844,ok,500,500,75.1897,75.1897,50340,11827,2834,25414,12982,100.68,0.1503794,23.654,5.668,40,8984,35,4,add|multiply|argmax|argmin|sfilter|first|last|astuple|branch|compose|matcher|mostcolor|height|width|shape|asindices|ulcorner|lrcorner|crop|toindices|shift|objects|uppermost|lowermost|leftmost|rightmost|hline|asobject|hmirror|vmirror|paint|subgrid|replace|center|position,F|T|ZERO|THREE,3.5905764048148763,10.826575133410556,9.378224880972368,7.949797216161852,4.333226282952556,4.333226282952556,10.143094829881003,7.768533300926033,4.3694478524670215
2bee17df,4631,195,171,1,1306,1132,20,77,11,15,31,334,44,31,34,3,103,22.748718,1498,23.0,149.0,560.0,477.0,172.0,1037.0,7701.036550626076,36.81543624161074,283517.0201238882,ok,584,584,68.9799,68.9799,46393,11121,3276,39194,27714,79.44006849315069,0.11811626712328767,19.04280821917808,5.609589041095891,27,4631,19,4,subtract|merge|sfilter|interval|astuple|pair|compose|matcher|rbind|lbind|apply|mapply|mostcolor|height|toindices|uppermost|lowermost|rot90|underfill,ZERO|ONE|TWO|THREE,0.9740821570048118,10.744925419508215,9.316680407747508,8.094683648698815,4.248208057958813,4.248208057958813,10.576304466622823,7.0326242610280065,3.5553480614894135
2c608aff,4357,161,144,1,1211,1116,15,70,13,19,20,333,39,29,47,5,103,26.062112,1435,29.0,128.0,543.0,447.0,157.0,990.0,7221.674541402711,50.63671875,365681.9026570443,ok,1047,1047,328.4528,328.4528,209561,43209,11915,92870,31774,200.15377268385865,0.31370850047755494,41.269340974212035,11.38013371537727,28,4357,14,2,add|merge|argmax|sfilter|mfilter|fork|prapply|mostcolor|leastcolor|asindices|ofcolor|toindices|objects|underfill,F|T,2.2911313711166934,12.252774917282684,10.67382722892598,9.385637313833174,5.79743309633722,5.79743309633722,11.438966712451935,7.018401799069201,3.871201010907891
2dc579da,1679,68,59,1,461,392,8,22,4,2,10,108,19,8,8,2,87,23.691176,694,22.0,69.0,197.0,172.0,91.0,369.0,2401.376222233319,27.420289855072465,65846.43206471652,ok,364,74,8.5273,8.5273,5660,1175,288,15620,11204,15.54945054945055,0.023426648351648354,3.228021978021978,0.7912087912087912,13,1679,7,1,merge|argmax|rbind|apply|mapply|crop|vsplit,TWO,-4.96874768052586,8.64135583403666,7.069874128458572,5.666426688112432,2.254161361679894,2.254161361679894,9.65637144183101,5.973809611869261,2.1972245773362196
2dd70a9a,11715,469,416,1,3406,3192,44,201,30,48,65,928,150,92,102,5,103,23.978678,3260,33.0,262.0,1509.0,1266.0,295.0,2775.0,22767.68492529154,79.7290076335878,1815244.9252076913,ok,894,894,609.8661,609.8661,353765,75415,10473,115451,35836,395.7102908277405,0.6821768456375839,84.35682326621924,11.71476510067114,47,11715,43,9,add|subtract|combine|difference|greater|merge|argmax|initset|both|crement|sfilter|first|remove|other|astuple|branch|compose|rbind|mostcolor|height|width|colorfilter|asindices|ofcolor|toindices|shift|objects|uppermost|lowermost|leftmost|rightmost|vline|vmatching|manhattan|adjacent|fill|underfill|replace|center|connect|cover|gravitate|shoot,F|T|ONE|TWO|THREE|DOWN|RIGHT|UP|LEFT,6.197715021829515,12.776390956598732,11.230774733075986,9.256651274839433,6.4148777862187885,6.4148777862187885,11.656610138149265,8.068716192714781,4.634728988229636
2dee498d,758,32,27,1,233,213,4,11,2,0,4,54,14,5,3,1,87,22.6875,421,17.0,41.0,103.0,88.0,58.0,191.0,1118.8743700693663,18.243902439024392,20412.634849070393,ok,162,54,2.1311,2.1311,1465,124,94,8510,5806,9.04320987654321,0.013154938271604938,0.7654320987654321,0.5802469135802469,5,758,3,1,first|crop|hsplit,THREE,-8.784679583562905,7.290292882446597,4.8283137373023015,4.553876891600541,1.1413843805119788,1.1413843805119788,9.049114723476961,5.365976015021851,1.3862943611198906
31aa019c,2567,104,89,1,772,688,12,39,8,6,15,178,53,16,19,3,126,23.682692,936,24.0,90.0,351.0,279.0,114.0,630.0,4304.720708923787,37.2,160135.6103719649,ok,400,400,21.6605,21.6605,12437,3832,724,14292,10228,31.0925,0.05415125,9.58,1.81,13,2567,11,3,initset|first|astuple|leastcolor|ofcolor|toindices|dneighbors|ineighbors|neighbors|fill|canvas,ZERO|TWO|TEN,-2.165535782194423,9.428511581663834,8.251403065380556,6.586171654854675,3.1206233206697522,3.1206233206697522,9.567525185909115,6.535241271013659,2.995732273553991
321b1fc6,5409,207,184,1,1524,1402,20,90,17,23,29,407,53,34,53,5,103,25.130435,1691,30.0,147.0,681.0,554.0,177.0,1235.0,9222.492854352502,56.53061224489796,521353.1674807435,ok,300,300,65.2762,65.2762,34700,7717,928,20500,4460,115.66666666666667,0.21758733333333335,25.723333333333333,3.0933333333333333,23,5409,19,3,add|difference|merge|first|lbind|apply|mapply|mostcolor|colorfilter|asindices|toindices|shift|normalize|objects|uppermost|leftmost|fill|paint|cover,F|T|EIGHT,1.393882760096857,10.454523783963511,8.951310542097564,6.834108738813838,4.193830858386124,4.193830858386124,9.928228944424575,7.246368080102461,3.9889840465642745
32597951,1724,69,59,1,473,427,8,35,5,4,10,126,16,11,14,2,95,23.985507,669,20.0,66.0,204.0,174.0,86.0,378.0,2429.128077277393,26.363636363636363,64040.64931004036,ok,1156,1156,15.9021,15.9021,14200,4563,357,35102,28622,12.283737024221454,0.01375614186851211,3.9472318339100347,0.3088235294117647,9,1724,7,2,ofcolor|ulcorner|lrcorner|toindices|fill|backdrop|delta,THREE|EIGHT,-3.4495627509851303,9.561067663645012,8.425954710981966,5.8805329864007,2.827437874564379,2.827437874564379,10.466041875887068,6.059123195581797,2.70805020110221
3345333e,6965,272,241,1,1954,1791,29,123,20,26,42,512,78,41,59,5,103,24.606618,2053,31.0,173.0,876.0,704.0,204.0,1580.0,12122.432040314963,63.07514450867052,764624.1527394039,ok,768,768,215.4788,215.4788,133735,32117,4454,57022,23766,174.13411458333334,0.2805713541666667,41.819010416666664,5.799479166666667,33,6965,28,2,add|invert|even|difference|tojvec|sfilter|first|last|matcher|mostcolor|height|width|shape|asindices|ofcolor|ulcorner|lrcorner|crop|toindices|shift|objects|uppermost|lowermost|leftmost|rightmost|vmirror|fill|subgrid,F|T,3.458411050774875,11.803622986382466,10.377171899621436,8.40178233990491,5.377492621169863,5.377492621169863,10.951209974200845,7.491087593534876,4.0943445622221
3428a4f5,2250,105,89,1,653,570,11,37,7,5,14,163,29,18,17,3,95,20.428571,876,24.0,84.0,274.0,238.0,108.0,512.0,3458.5024011076957,34.0,117589.08163766166,ok,390,180,20.5392,10.2696,12064,3156,712,24180,16860,30.933333333333334,0.052664615384615386,8.092307692307692,1.8256410256410256,12,2250,10,5,combine|intersection|difference|astuple|ofcolor|toindices|fill|canvas|tophalf|bottomhalf,ZERO|TWO|THREE|FIVE|SIX,-2.658866195737444,9.398063978059133,8.057377488557991,6.569481420414296,3.069874530834257,2.42210883496396,10.093322479806597,6.3473892096560105,2.8903717578961645
3618c87e,4065,153,136,1,1181,1114,13,67,13,21,20,322,45,28,46,5,103,25.568627,1327,28.0,118.0,536.0,430.0,146.0,966.0,6945.370523878097,51.016949152542374,354331.61486225546,ok,100,100,25.8139,25.8139,14873,3133,334,12306,6418,148.73,0.258139,31.33,3.34,14,4065,12,4,add|merge|mostcolor|sizefilter|asindices|toindices|shift|objects|fill|paint|cover|move,F|T|ONE|TWO_BY_ZERO,-0.319628217310129,9.607370001263245,8.050065422915965,5.814130531825066,3.2889204097773233,3.2889204097773233,9.417923485172336,7.016609683894219,3.8501476017100584
3631a71a,7167,270,239,1,2088,1955,26,125,24,33,46,553,84,38,70,5,103,25.544444,2004,29.0,173.0,956.0,750.0,202.0,1706.0,13064.908789574562,62.861271676300575,821276.7808475338,ok,4500,4500,1518.1573,1518.1573,854499,174251,24815,296264,94988,189.88866666666667,0.3373682888888889,38.72244444444444,5.514444444444444,23,7167,25,5,add|subtract|merge|lbind|apply|papply|mostcolor|height|width|shape|asindices|ulcorner|lrcorner|crop|toindices|shift|objects|uppermost|lowermost|leftmost|rightmost|vmirror|dmirror|paint|replace,F|T|ZERO|NINE|TWO_BY_TWO,5.327055677759003,13.658271781537783,12.068257806318737,10.11924388541632,7.325911052204702,7.325911052204702,12.599009603061068,7.578656850594762,4.2626798770413155
